date,t,GRU,CNN
2019-07-17 19:10:00,124476.0,141010.4752607115,128560.8127937262
2019-07-17 19:15:00,124473.0,141010.4752607115,128730.79355344368
2019-07-17 19:20:00,126448.0,117866.54203095497,128212.71501291746
2019-07-17 19:25:00,124279.0,93711.1863286214,127238.92777390157
2019-07-17 19:30:00,127874.0,93711.1863286214,126393.4551460474
2019-07-17 19:35:00,125883.0,93711.1863286214,125958.32021220564
2019-07-17 19:40:00,129353.0,93711.1863286214,125773.17166140373
2019-07-17 19:45:00,129129.0,93711.1863286214,125101.86324160629
2019-07-17 19:50:00,124872.0,93711.1863286214,124951.66796796137
2019-07-17 19:55:00,127256.0,93711.1863286214,124981.3390741839
2019-07-17 20:00:00,126707.0,93711.1863286214,124568.16491643673
2019-07-17 20:05:00,123988.0,93711.1863286214,123940.17775687466
2019-07-17 20:10:00,126759.0,93711.1863286214,123807.94378323556
2019-07-17 20:15:00,124610.0,93711.1863286214,123185.98442180178
2019-07-17 20:20:00,125324.0,93711.1863286214,122674.78669103076
2019-07-17 20:25:00,117122.0,93711.1863286214,121988.31608564715
2019-07-17 20:30:00,119825.0,93711.1863286214,121475.96682679898
2019-07-17 20:35:00,119452.0,93711.1863286214,120236.11219347156
2019-07-17 20:40:00,121906.0,93711.1863286214,118877.7128904121
2019-07-17 20:45:00,113900.0,93711.1863286214,117891.68225127882
2019-07-17 20:50:00,115310.0,93711.1863286214,117055.57342015316
2019-07-17 20:55:00,112961.0,93711.1863286214,115526.98389600523
2019-07-17 21:00:00,117784.0,93711.1863286214,113986.62388355065
2019-07-17 21:05:00,113795.0,93711.1863286214,112492.38382590098
2019-07-17 21:10:00,111061.0,93711.1863286214,111863.9527963653
2019-07-17 21:15:00,111755.0,93711.1863286214,111158.43387744266
2019-07-17 21:20:00,114705.0,93711.1863286214,110181.76506065864
2019-07-17 21:25:00,109374.0,93711.1863286214,109022.43323271454
2019-07-17 21:30:00,105660.0,93711.1863286214,108390.46152134326
2019-07-17 21:35:00,105876.0,93711.1863286214,107579.82735256084
2019-07-17 21:40:00,108540.0,93711.1863286214,106068.28907205284
2019-07-17 21:45:00,104611.0,93711.1863286214,104796.44369208912
