date,t,GRU,CNN
2019-10-23 17:10:00,143515.0,141715.40292172902,144400.5527235364
2019-10-23 17:15:00,143205.0,143573.64666018376,143657.619281313
2019-10-23 17:20:00,142361.0,143667.3050726994,143419.90552923107
2019-10-23 17:25:00,141535.0,142918.57236952384,142726.97353739192
2019-10-23 17:30:00,141137.0,141990.4411104595,141598.01580302257
2019-10-23 17:35:00,141073.0,141461.8717301055,140984.76232590713
2019-10-23 17:40:00,141009.0,141253.2086394711,141162.65191832796
2019-10-23 17:45:00,140127.0,140994.93623693218,141413.9937440122
2019-10-23 17:50:00,138585.0,139971.14522844413,140454.6844533644
2019-10-23 17:55:00,137205.0,138238.71491518003,138357.8729271739
2019-10-23 18:00:00,135546.0,136679.73898099194,136653.00752902782
2019-10-23 18:05:00,133820.0,135001.38257513655,135288.92177744006
2019-10-23 18:10:00,131739.0,133170.08202410224,133632.0354369947
2019-10-23 18:15:00,129422.0,130901.73119279293,131197.02124738295
2019-10-23 18:20:00,126776.0,128176.67817954384,128318.23132648756
2019-10-23 18:25:00,124052.0,124911.86367679428,125371.42704987568
2019-10-23 18:30:00,121366.0,121647.0378676972,122551.68075767937
2019-10-23 18:35:00,118482.0,118748.30493672151,119904.11390759911
2019-10-23 18:40:00,115695.0,115826.9889857538,117035.5352284912
2019-10-23 18:45:00,113198.0,113063.00679046867,114124.22518943915
2019-10-23 18:50:00,110520.0,110859.11274117172,111877.06556551781
2019-10-23 18:55:00,108615.0,108737.15927609555,109925.42015142558
2019-10-23 19:00:00,107633.0,107284.12575349012,108139.78234257278
2019-10-23 19:05:00,107336.0,106663.86272466836,107018.05629073562
2019-10-23 19:10:00,107030.0,106623.24608443216,107314.80285151157
2019-10-23 19:15:00,106460.0,106423.09944240296,107429.40223230711
2019-10-23 19:20:00,105736.0,105873.72846337,106769.50643543372
2019-10-23 19:25:00,105148.0,105257.98871942492,105817.75502950819
2019-10-23 19:30:00,104940.0,104848.23655961304,105248.45867902784
2019-10-23 19:35:00,104958.0,104788.1092435246,105319.67487398752
2019-10-23 19:40:00,105073.0,104840.9638995391,105627.47386619927
2019-10-23 19:45:00,104727.0,104886.93674894224,105772.51952312294
2019-10-23 19:50:00,104250.0,104501.63549413397,105261.2195792345
2019-10-23 19:55:00,104138.0,104011.35976547988,104482.6960911975
2019-10-23 20:00:00,104941.0,103911.55155975408,104371.24157651076
2019-10-23 20:05:00,105892.0,104710.3794422947,105627.90011205316
2019-10-23 20:10:00,106603.0,105740.67172783353,107190.28332758717
2019-10-23 20:15:00,106600.0,106389.62612024212,107898.45811850888
2019-10-23 20:20:00,106136.0,106298.6908574368,107464.48938850274
2019-10-23 20:25:00,105494.0,105884.3639550108,106580.61279320461
2019-10-23 20:30:00,104802.0,105349.52088483026,105846.13749218713
2019-10-23 20:35:00,104320.0,104707.95098021544,105108.62561059321
2019-10-23 20:40:00,104051.0,104092.38621818418,104391.3395239605
2019-10-23 20:45:00,103557.0,103646.53194103992,103954.45820760456
2019-10-23 20:50:00,103098.0,103100.44411462468,103500.28622954538
2019-10-23 20:55:00,102824.0,102723.2226467176,103052.57000337477
2019-10-23 21:00:00,102972.0,102564.87441028228,102859.21789100801
2019-10-23 21:05:00,103237.0,102802.1941165165,103199.29264933767
2019-10-23 21:10:00,103393.0,103161.20862353397,103714.30158263302
2019-10-23 21:15:00,103359.0,103328.13334844004,103885.38513717972
2019-10-23 21:20:00,103078.0,103290.53848204536,103684.33382783765
2019-10-23 21:25:00,102832.0,103036.87527121714,103272.66477104388
2019-10-23 21:30:00,102751.0,102825.9559144262,102978.26385974245
2019-10-23 21:35:00,102728.0,102780.90623541472,102932.16110314752
2019-10-23 21:40:00,102505.0,102763.98488525298,102901.29483148649
2019-10-23 21:45:00,102160.0,102399.7411598422,102519.45162694811
2019-10-23 21:50:00,101900.0,101838.32252009056,101922.02148852823
2019-10-23 21:55:00,101591.0,101563.67738285613,101614.31724541934
2019-10-23 22:00:00,101185.0,101426.6640258964,101525.25993455933
2019-10-23 22:05:00,100828.0,101125.70071809948,101249.05365130371
2019-10-23 22:10:00,100533.0,100777.38889618484,100802.46957994933
2019-10-23 22:15:00,100326.0,100482.10802873668,100432.93002535842
2019-10-23 22:20:00,100148.0,100327.62570828787,100282.90885892807
2019-10-23 22:25:00,99921.0,100203.15205690304,100219.71044315408
2019-10-23 22:30:00,99744.0,99989.37705871796,100010.90180485761
2019-10-23 22:35:00,99616.0,99766.05452507272,99734.58184341512
2019-10-23 22:40:00,99528.0,99655.8337555562,99575.802662109
2019-10-23 22:45:00,99464.0,99566.01123125384,99557.16597124885
2019-10-23 22:50:00,99411.0,99508.8258084534,99580.34220757912
2019-10-23 22:55:00,99388.0,99484.18432107472,99578.90968900382
2019-10-23 23:00:00,99421.0,99484.34860686594,99584.63674956268
2019-10-23 23:05:00,99479.0,99519.3411030468,99659.06528646857
2019-10-23 23:10:00,99580.0,99591.6228374042,99763.33240708458
2019-10-23 23:15:00,99683.0,99709.9420479465,99873.75049138183
2019-10-23 23:20:00,99754.0,99828.32333877582,99951.3299781313
2019-10-23 23:25:00,99824.0,99877.8357029905,99985.73019989814
