date,t,GRU,CNN
2019-07-17 19:00:00,127791.0,125053.14608524356,1967924482.2262547
2019-07-17 20:00:00,125277.0,114233.73869650051,1847876057.6364808
2019-07-17 21:00:00,114605.0,114008.4419532998,1881401025.6205356
2019-07-17 22:00:00,102095.0,115298.84790994032,1882703662.2418633
2019-07-17 23:00:00,93461.0,116587.14645232694,1912281323.5925605
2019-07-18 00:00:00,90500.0,117279.35997239966,1942931600.957023
2019-07-18 01:00:00,89161.0,118006.06387343968,2011484789.3457642
2019-07-18 02:00:00,88596.0,119100.96839000388,2110158019.5968575
2019-07-18 03:00:00,89827.0,120177.26381510768,2222664552.474613
2019-07-18 04:00:00,94097.0,121277.83047540074,2321955323.475911
2019-07-18 05:00:00,102036.0,124543.26576367764,2403025745.8250484
2019-07-18 06:00:00,110039.0,126556.26479697783,2472771313.296894
2019-07-18 07:00:00,114950.0,127283.48554922202,2493256556.5110774
2019-07-18 08:00:00,117328.0,128028.19360157911,2501419947.7177267
2019-07-18 09:00:00,120066.0,128364.16610435354,2506143902.450061
2019-07-18 10:00:00,119885.0,127353.82860020324,2522686604.5610666
2019-07-18 11:00:00,120023.0,126303.68299543744,2540500545.0155087
2019-07-18 12:00:00,120971.0,126670.58918935276,2538344618.0625505
2019-07-18 13:00:00,120601.0,125701.88640191976,2508125428.101998
2019-07-18 14:00:00,118443.0,127029.85590147204,2480820027.4326496
2019-07-18 15:00:00,116471.0,130715.72204314035,2488371318.343673
2019-07-18 16:00:00,114670.0,134890.5921775161,2501228884.049234
2019-07-18 17:00:00,117338.0,133146.17455562597,2497298984.416411
2019-07-18 18:00:00,123818.0,120750.1481914009,2412714775.783521
2019-07-18 19:00:00,130679.0,105594.10307023242,2228269432.130614
2019-07-18 20:00:00,128246.0,94353.5993424068,1961627381.1169872
2019-07-18 21:00:00,119317.0,89500.49581615759,1681774024.7862594
2019-07-18 22:00:00,102582.0,92790.05514203612,1470592048.531965
2019-07-18 23:00:00,94122.0,96752.44669002046,1336290042.65315
2019-07-19 00:00:00,90514.0,97828.96637947082,1266861219.1800368
2019-07-19 01:00:00,87785.0,96545.0665869738,1243171470.5109146
2019-07-19 02:00:00,87439.0,94049.81052315015,1244253717.514992
2019-07-19 03:00:00,89413.0,93523.68680105712,1279066334.3912623
2019-07-19 04:00:00,94333.0,93293.00716815615,1312803388.0430443
2019-07-19 05:00:00,101858.0,91470.83649031508,1324544418.2593133
2019-07-19 06:00:00,110775.0,90145.80465154136,1307849873.0869508
2019-07-19 07:00:00,116457.0,87595.02557948891,1253408298.4309158
2019-07-19 08:00:00,119927.0,86209.19851971143,1178683817.3956902
2019-07-19 09:00:00,121168.0,86130.20672699096,1103461589.7070968
2019-07-19 10:00:00,120148.0,84911.26863072388,1056182315.0304908
2019-07-19 11:00:00,120874.0,83293.39364906073,1016731264.3444376
2019-07-19 12:00:00,120162.0,84331.62208778637,958318933.0252271
2019-07-19 13:00:00,118529.0,88600.64998708613,876810945.3839831
2019-07-19 14:00:00,116941.0,97877.53692109506,802090036.883464
2019-07-19 15:00:00,114760.0,111823.97896260234,749167739.0737591
