date,t,GRU
2012-03-13 00:00:00,115151.0,169955.7224771903
2012-03-13 00:05:00,114787.0,116037.06551934162
2012-03-13 00:10:00,114423.0,116037.06551934162
2012-03-13 00:15:00,110782.0,116037.06551934162
2012-03-13 00:20:00,116972.0,116037.06551934162
2012-03-13 00:25:00,113331.0,116037.06551934162
2012-03-13 00:30:00,112602.0,116037.06551934162
2012-03-13 00:35:00,114059.0,116037.06551934162
2012-03-13 00:40:00,111510.0,88206.46147873835
2012-03-13 00:45:00,110054.0,88206.46147873835
2012-03-13 00:50:00,107505.0,88206.46147873835
2012-03-13 00:55:00,109690.0,116037.06551934162
2012-03-13 01:00:00,102407.0,116037.06551934162
2012-03-13 01:05:00,102407.0,116037.06551934162
2012-03-13 01:10:00,102407.0,116037.06551934162
2012-03-13 01:15:00,102407.0,116037.06551934162
2012-03-13 01:20:00,102407.0,116037.06551934162
2012-03-13 01:25:00,102407.0,116037.06551934162
2012-03-13 01:30:00,102407.0,116037.06551934162
2012-03-13 01:35:00,102407.0,116037.06551934162
2012-03-13 01:40:00,102407.0,88206.46147873835
2012-03-13 01:45:00,102407.0,88206.46147873835
2012-03-13 01:50:00,102407.0,88206.46147873835
2012-03-13 01:55:00,102407.0,88206.46147873835
2012-03-13 02:00:00,102407.0,88206.46147873835
2012-03-13 02:05:00,102407.0,88206.46147873835
2012-03-13 02:10:00,102407.0,88206.46147873835
2012-03-13 02:15:00,102407.0,88206.46147873835
2012-03-13 02:20:00,102407.0,88206.46147873835
2012-03-13 02:25:00,102407.0,95039.29143438034
2012-03-13 02:30:00,102407.0,95039.29143438034
2012-03-13 02:35:00,102407.0,95039.29143438034
2012-03-13 02:40:00,102407.0,95039.29143438034
2012-03-13 02:45:00,102407.0,95039.29143438034
2012-03-13 02:50:00,102407.0,116686.89060286549
2012-03-13 02:55:00,102407.0,116686.89060286549
2012-03-13 03:00:00,102407.0,116686.89060286549
2012-03-13 03:05:00,102407.0,116686.89060286549
2012-03-13 03:10:00,102407.0,116686.89060286549
2012-03-13 03:15:00,102407.0,116686.89060286549
2012-03-13 03:20:00,102407.0,116686.89060286549
2012-03-13 03:25:00,102407.0,116686.89060286549
2012-03-13 03:30:00,102407.0,116686.89060286549
2012-03-13 03:35:00,102407.0,116686.89060286549
2012-03-13 03:40:00,102407.0,116686.89060286549
2012-03-13 03:45:00,102407.0,149630.2599447722
2012-03-13 03:50:00,102407.0,92373.46240130105
2012-03-13 03:55:00,102407.0,141279.73992877844
2012-03-13 04:00:00,102407.0,103889.87893027025
2012-03-13 04:05:00,102407.0,105589.45403987533
2012-03-13 04:10:00,102407.0,105105.2251972051
2012-03-13 04:15:00,102407.0,104280.94221767478
2012-03-13 04:20:00,102407.0,103482.98967822148
2012-03-13 04:25:00,102407.0,102927.43846546292
2012-03-13 04:30:00,102407.0,102515.68676137205
2012-03-13 04:35:00,102407.0,102558.76222492848
2012-03-13 04:40:00,102407.0,102574.36115625588
2012-03-13 04:45:00,102407.0,102491.48364860856
2012-03-13 04:50:00,102407.0,102536.25400178322
2012-03-13 04:55:00,102407.0,102498.8012815753
2012-03-13 05:00:00,102407.0,102581.09348016717
2012-03-13 05:05:00,102407.0,102608.85564978527
2012-03-13 05:10:00,102407.0,102623.83949538106
2012-03-13 05:15:00,102407.0,102631.22660195472
2012-03-13 05:20:00,102407.0,102635.00473294278
2012-03-13 05:25:00,102407.0,102636.94135036402
2012-03-13 05:30:00,102407.0,102637.7635899935
2012-03-13 05:35:00,102407.0,102637.89186092492
2012-03-13 05:40:00,102407.0,102637.64177474502
2012-03-13 05:45:00,102407.0,102637.2419007931
2012-03-13 05:50:00,102407.0,102636.8332250959
2012-03-13 05:55:00,102407.0,102636.4847775068
2012-03-13 06:00:00,102407.0,102636.21774335568
2012-03-13 06:05:00,102407.0,102636.02750930659
2012-03-13 06:10:00,102407.0,102635.89907004275
2012-03-13 06:15:00,102407.0,102635.81579874971
2012-03-13 06:20:00,102407.0,102635.76341957499
2012-03-13 06:25:00,102407.0,102635.73115534149
2012-03-13 06:30:00,102407.0,102635.71151047878
2012-03-13 06:35:00,102407.0,102635.6995676682
2012-03-13 06:40:00,102407.0,102635.69223998472
2012-03-13 06:45:00,102407.0,102635.68765373694
2012-03-13 06:50:00,102407.0,102635.68469954438
2012-03-13 06:55:00,102407.0,102635.68273095923
2012-03-13 07:00:00,102407.0,102635.68137348107
