date,t,GRU
1970-01-21 19:15:00,112882.0,155363.0958139837
1970-01-21 19:30:00,120594.0,158370.73781428015
1970-01-21 19:45:00,118012.0,159751.4398700688
1970-01-21 20:00:00,111453.0,161335.22121622102
1970-01-21 20:15:00,111762.0,153914.95571546865
1970-01-21 20:30:00,116308.0,142331.18648119862
1970-01-21 20:45:00,113659.0,128631.82565308447
1970-01-21 21:00:00,121013.0,117246.76694473317
1970-01-21 21:15:00,134415.0,117807.5362882604
1970-01-21 21:30:00,135184.0,119295.31075114489
1970-01-21 21:45:00,122814.0,109391.72439010712
1970-01-21 22:00:00,132363.0,103553.71276312503
1970-01-21 22:15:00,125462.0,111022.02909809143
1970-01-21 22:30:00,125173.0,100637.14099481746
1970-01-21 22:45:00,130578.0,106977.54628157959
1970-01-21 23:00:00,119026.0,107214.87594719914
1970-01-21 23:15:00,121372.0,108702.3503622392
1970-01-21 23:30:00,136289.0,117162.13674320573
1970-01-21 23:45:00,116589.0,103301.42267321867
1970-01-22 00:00:00,118820.0,103806.84791341965
1970-01-22 00:15:00,130155.0,101306.44722609402
1970-01-22 00:30:00,127718.0,96055.16991060365
1970-01-22 00:45:00,128878.0,106010.70637556628
1970-01-22 01:00:00,133497.0,110331.39141819737
1970-01-22 01:15:00,126876.0,112988.19884807733
1970-01-22 01:30:00,121812.0,118866.89312866531
1970-01-22 01:45:00,126038.0,121419.92791619088
1970-01-22 02:00:00,115902.0,111647.3307900355
1970-01-22 02:15:00,111961.0,113542.20772528231
1970-01-22 02:30:00,117959.0,118004.69778920263
1970-01-22 02:45:00,119301.0,114407.67793734904
1970-01-22 03:00:00,126705.0,119000.33875828276
1970-01-22 03:15:00,125672.0,109672.57880068014
1970-01-22 03:30:00,140752.0,104370.80429948775
1970-01-22 03:45:00,141239.0,100795.54550488516
1970-01-22 04:00:00,130649.0,86750.7577827782
1970-01-22 04:15:00,129458.0,96530.28675181221
1970-01-22 04:30:00,126420.0,107759.79363478688
1970-01-22 04:45:00,123130.0,114919.34209616664
1970-01-22 05:00:00,133531.0,119971.59598048968
1970-01-22 05:15:00,129830.0,119351.65412092637
1970-01-22 05:30:00,127734.0,119690.59767556941
1970-01-22 05:45:00,123139.0,111499.6205091096
1970-01-22 06:00:00,130387.0,112235.76400556602
1970-01-22 06:15:00,122057.0,118980.9976897308
1970-01-22 06:30:00,108975.0,114589.29212954198
1970-01-22 06:45:00,139027.0,104897.75266699085
1970-01-22 07:00:00,148615.0,101672.0278449659
1970-01-22 07:15:00,133158.0,116650.90784865225
1970-01-22 07:30:00,128089.0,127712.68687177333
1970-01-22 07:45:00,103308.0,113464.55597856725
1970-01-22 08:00:00,104907.0,102076.10517338658
1970-01-22 08:15:00,103876.0,99008.73768329073
1970-01-22 08:30:00,109577.0,100036.31690744948
1970-01-22 08:45:00,103579.0,99670.87967425887
1970-01-22 09:00:00,99416.0,109770.31825366778
1970-01-22 09:15:00,99174.0,107317.2349674338
1970-01-22 09:30:00,96767.0,101956.75818704211
1970-01-22 09:45:00,127981.0,104449.98017160766
1970-01-22 10:00:00,125125.0,111075.28781330519
1970-01-22 10:15:00,120680.0,106940.43963504689
1970-01-22 10:30:00,122374.0,101086.00748913827
1970-01-22 10:45:00,126305.0,91083.02798875546
1970-01-22 11:00:00,123485.0,90563.32167702314
1970-01-22 11:15:00,105761.0,92156.15817574879
1970-01-22 11:30:00,120088.0,92930.33553284268
1970-01-22 11:45:00,94483.0,109017.67777283418
1970-01-22 12:00:00,99990.0,110630.13828017116
1970-01-22 12:15:00,96251.0,97267.23129035537
1970-01-22 12:30:00,93016.0,85658.2912295891
1970-01-22 12:45:00,91627.0,92791.15732111284
1970-01-22 13:00:00,105081.0,93688.09679653893
1970-01-22 13:15:00,98220.0,96279.76746237444
1970-01-22 13:30:00,95732.0,102565.82430536796
1970-01-22 13:45:00,90171.0,102399.41575178065
1970-01-22 14:00:00,98445.0,102427.28224371729
1970-01-22 14:15:00,99422.0,102043.58679634877
1970-01-22 14:30:00,93449.0,101140.24051916265
1970-01-22 14:45:00,94621.0,101116.7455293
1970-01-22 15:00:00,99369.0,101306.72800917432
1970-01-22 15:15:00,93109.0,91598.27517753541
1970-01-22 15:30:00,93066.0,85904.4511443782
1970-01-22 15:45:00,93473.0,83324.81133528677
1970-01-22 16:00:00,103713.0,87452.64165415693
1970-01-22 16:15:00,97046.0,93617.40519140745
1970-01-22 16:30:00,92062.0,86426.51420248285
1970-01-22 16:45:00,93299.0,95734.98491298588
1970-01-22 17:00:00,105884.0,98320.33000220043
1970-01-22 17:15:00,96050.0,95384.99799459694
1970-01-22 17:30:00,96228.0,102101.77863210309
1970-01-22 17:45:00,95629.0,86052.85932549168
1970-01-22 18:00:00,102988.0,88250.10377595024
1970-01-22 18:15:00,96415.0,100003.41020047558
1970-01-22 18:30:00,96082.0,107324.59347983863
1970-01-22 18:45:00,92890.0,120444.91813880234
1970-01-22 19:00:00,103375.0,111276.55696462814
1970-01-22 19:15:00,99544.0,98663.84573280023
1970-01-22 19:30:00,93658.0,97484.55532275415
1970-01-22 19:45:00,119197.0,99306.48423632076
1970-01-22 20:00:00,125502.0,104508.93089655196
1970-01-22 20:15:00,131840.0,105653.71897341873
1970-01-22 20:30:00,130685.0,108474.73820457462
1970-01-22 20:45:00,115502.0,113768.65062469461
1970-01-22 21:00:00,109460.0,116732.13928069403
1970-01-22 21:15:00,99395.0,118175.09817881323
1970-01-22 21:30:00,100000.0,117310.09714750567
1970-01-22 21:45:00,97483.0,115576.28969327742
1970-01-22 22:00:00,95693.0,114456.94879086543
1970-01-22 22:15:00,93770.0,112917.5253032494
1970-01-22 22:30:00,130291.0,112517.5926414186
1970-01-22 22:45:00,119660.0,114628.14095561788
1970-01-22 23:00:00,116672.0,114126.4036584292
1970-01-22 23:15:00,117916.0,113299.60258287507
1970-01-22 23:30:00,116609.0,114305.8515023831
1970-01-22 23:45:00,105147.0,114053.65719837381
1970-01-23 00:00:00,111365.0,112996.65876004129
1970-01-23 00:15:00,122561.0,113387.43836327392
1970-01-23 00:30:00,109665.0,115454.24513193901
1970-01-23 00:45:00,106227.0,115930.80033934172
