date,t,GRU,CNN
2019-07-17 19:10:00,122338.0,121125.2743298488,121566.48218046267
2019-07-17 19:15:00,122076.0,121832.93438701688,121535.29359706311
2019-07-17 19:20:00,121641.0,121666.77072650829,121721.51585003627
2019-07-17 19:25:00,121939.0,121272.1907017352,121155.39553489996
2019-07-17 19:30:00,122427.0,121171.66458661977,121045.36156921976
2019-07-17 19:35:00,124250.0,119669.53369668406,120776.27569669536
2019-07-17 19:40:00,122341.0,120954.7876353374,120398.97380812399
2019-07-17 19:45:00,121828.0,122409.39066491424,120598.93675122627
2019-07-17 19:50:00,122467.0,120892.81835508828,120448.90637854057
2019-07-17 19:55:00,118673.0,120270.39854844609,120378.02554080986
2019-07-17 20:00:00,120968.0,120950.05677674557,119264.63518408059
2019-07-17 20:05:00,123170.0,119781.38589201798,119103.09372198126
2019-07-17 20:10:00,118726.0,121253.57390976128,120215.40250886341
2019-07-17 20:15:00,118473.0,119052.3743641617,119297.69419456954
2019-07-17 20:20:00,122424.0,118883.44050295626,118623.68147021196
2019-07-17 20:25:00,118945.0,119276.91782845394,119466.71611473447
2019-07-17 20:30:00,118292.0,119112.06775017457,119119.91203380072
2019-07-17 20:35:00,124589.0,118022.887195587,118371.49535543824
2019-07-17 20:40:00,118124.0,118122.50616682846,119336.04524934207
2019-07-17 20:45:00,116642.0,117847.03803037344,118996.52412310349
2019-07-17 20:50:00,119490.0,117049.26792424356,118193.55376593457
2019-07-17 20:55:00,118446.0,117465.4564332418,117937.13862437158
2019-07-17 21:00:00,115517.0,116458.751081117,117652.01605680291
2019-07-17 21:05:00,116325.0,115562.23249748474,116709.7507390339
2019-07-17 21:10:00,116174.0,115497.91696642086,116207.58496507577
2019-07-17 21:15:00,116225.0,115831.61897266324,115423.6404902713
2019-07-17 21:20:00,116849.0,114410.6096507552,115252.38314311788
2019-07-17 21:25:00,115983.0,115108.43117344184,115223.6166977704
2019-07-17 21:30:00,111609.0,114074.15158315054,114653.88314137275
2019-07-17 21:35:00,112685.0,113269.9411558742,113448.78336567995
2019-07-17 21:40:00,114407.0,112367.12129011795,112538.11823637223
2019-07-17 21:45:00,110720.0,111822.58859963944,112211.21863167816
2019-07-17 21:50:00,111453.0,111697.25599532708,111805.29704898548
2019-07-17 21:55:00,106410.0,110209.88005028336,111312.0634847041
2019-07-17 22:00:00,103582.0,109307.2225246235,109828.45471707205
2019-07-17 22:05:00,103264.0,106667.8234647872,108548.71789208724
2019-07-17 22:10:00,109793.0,106104.67848520636,107855.66753161173
2019-07-17 22:15:00,102453.0,106307.7696993038,107767.04916090475
2019-07-17 22:20:00,100425.0,105385.18228981511,106573.54038573851
2019-07-17 22:25:00,105387.0,103058.02052155348,105072.06782800473
2019-07-17 22:30:00,98959.0,103346.61656807049,104426.70726448558
2019-07-17 22:35:00,105143.0,101396.28201232024,103563.63173285994
2019-07-17 22:40:00,101251.0,102278.10076922062,103460.57530638919
2019-07-17 22:45:00,103327.0,101296.77061526132,102468.3110220332
2019-07-17 22:50:00,103060.0,101333.20617079236,101715.25661033619
2019-07-17 22:55:00,103591.0,101219.4395464016,101474.89708281639
2019-07-17 23:00:00,102059.0,101705.21245483946,101701.52228946342
2019-07-17 23:05:00,104919.0,101489.04304131294,101985.47714459787
2019-07-17 23:10:00,101634.0,102322.74874419304,102314.49297751838
2019-07-17 23:15:00,105081.0,101525.83693363905,102050.98688089561
2019-07-17 23:20:00,101784.0,103049.00454407332,102468.7553808162
2019-07-17 23:25:00,102381.0,102492.25767475727,102154.07573155298
2019-07-17 23:30:00,105473.0,102317.70701535985,102215.41063281534
2019-07-17 23:35:00,104469.0,103055.0084567259,102339.40223352678
2019-07-17 23:40:00,105602.0,103452.43523943608,102608.83420545631
2019-07-17 23:45:00,105838.0,103704.9776376092,103735.46619219668
2019-07-17 23:50:00,102032.0,104478.23517567864,104111.50468502524
2019-07-17 23:55:00,108271.0,103262.37271593104,103617.96668362866
2019-07-18 00:00:00,103960.0,105485.51826226724,104395.01257324331
2019-07-18 00:05:00,110711.0,104744.50205611956,104496.56499339559
2019-07-18 00:10:00,110184.0,106019.62819549428,104958.37086951472
2019-07-18 00:15:00,102966.0,107342.39611128956,106353.88349853107
2019-07-18 00:20:00,104009.0,106869.13091379228,105963.10390797102
2019-07-18 00:25:00,102961.0,106768.77299421324,105451.82766454628
2019-07-18 00:30:00,107664.0,105798.1738494388,105530.56056807654
2019-07-18 00:35:00,104897.0,105263.6728921535,106025.4507839958
2019-07-18 00:40:00,107656.0,105966.61983413818,105613.39947981613
2019-07-18 00:45:00,112851.0,106012.48827552752,106462.13888076479
2019-07-18 00:50:00,107606.0,108930.55200615108,108184.55608513422
2019-07-18 00:55:00,108888.0,108095.43960727344,108329.66668090866
2019-07-18 01:00:00,106883.0,108368.90756197469,108158.4232380306
2019-07-18 01:05:00,109427.0,108399.86096295324,107863.95404295545
2019-07-18 01:10:00,107576.0,108142.78079417972,107959.85686933706
2019-07-18 01:15:00,110923.0,108118.05533496024,108562.90775264871
2019-07-18 01:20:00,111819.0,108780.58240822786,109232.89518897746
2019-07-18 01:25:00,113159.0,109950.6531415016,109879.29458257477
2019-07-18 01:30:00,108446.0,111078.83155831548,110472.12942670983
2019-07-18 01:35:00,108249.0,109439.12441589589,109799.80509981026
2019-07-18 01:40:00,110826.0,110053.26830840755,109230.62535477137
2019-07-18 01:45:00,113972.0,109448.05056648736,109339.44491477424
2019-07-18 01:50:00,111758.0,111385.46274606256,110483.29602180076
2019-07-18 01:55:00,115221.0,111282.70335348391,110741.13898952515
2019-07-18 02:00:00,109493.0,113012.89834599178,111299.38794763776
