date,t,GRU,CNN
1970-01-07 14:15:00,107875.0,106238.82173078484,107320.7848105321
1970-01-07 14:30:00,108070.0,105289.3354188113,104725.54386214365
1970-01-07 14:45:00,105397.0,104637.14941811794,104548.90020017869
1970-01-07 15:00:00,111950.0,108949.0037716435,108552.85173011252
1970-01-07 15:15:00,108981.0,105214.666371792,106013.68739895099
1970-01-07 15:30:00,107883.0,105348.87061079717,105967.49886735337
1970-01-07 15:45:00,110849.0,105129.86454579375,106138.13838374618
1970-01-07 16:00:00,112355.0,109794.4310008778,111620.37031968647
1970-01-07 16:15:00,112673.0,108405.85187390694,108920.98839890293
1970-01-07 16:30:00,109304.0,108887.22277045903,107877.4976716896
1970-01-07 16:45:00,108404.0,109043.65053464918,108152.00346837181
1970-01-07 17:00:00,114781.0,111225.54240027032,110907.2307820087
1970-01-07 17:15:00,110083.0,109341.76888222992,109468.28118161076
1970-01-07 17:30:00,122678.0,108258.51366884186,108094.50182051264
1970-01-07 17:45:00,118029.0,110293.40672454605,109397.51898258334
1970-01-07 18:00:00,113192.0,114090.51187211608,111793.49645444934
1970-01-07 18:15:00,112158.0,113033.59490467169,109899.3921294725
1970-01-07 18:30:00,105229.0,114312.27680789886,111112.58262201257
1970-01-07 18:45:00,101341.0,111406.35100483868,109298.4203197107
1970-01-07 19:00:00,111077.0,110280.54453906907,108752.70054966985
1970-01-07 19:15:00,104886.0,107167.98895405848,107881.66047680995
1970-01-07 19:30:00,112097.0,106470.3651953294,108079.56692034597
1970-01-07 19:45:00,108771.0,106499.75248247603,107087.19838362731
1970-01-07 20:00:00,111516.0,109500.47721358594,109032.33923036195
1970-01-07 20:15:00,115335.0,108907.71791770124,107682.47567740371
1970-01-07 20:30:00,120535.0,110612.31434092704,109124.70741758926
1970-01-07 20:45:00,112801.0,110179.08777763658,108472.73592739203
1970-01-07 21:00:00,118429.0,112240.85107012677,108305.025876451
1970-01-07 21:15:00,118738.0,110929.99178988356,108368.63363527687
1970-01-07 21:30:00,115279.0,113502.28171763588,110574.14480618358
1970-01-07 21:45:00,108869.0,111461.32738648308,109880.56196501534
1970-01-07 22:00:00,105271.0,113044.76796419435,111151.05892622938
1970-01-07 22:15:00,103886.0,111526.1823196726,111399.40403237677
1970-01-07 22:30:00,99387.0,109801.74789388024,109598.19739761873
1970-01-07 22:45:00,112275.0,104934.00902502898,107041.48592043419
