date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA
2019-07-17 19:10:00,122338,119011.0,130054.0,122108.52594623252,122803.19041403334,122360.91674409973,123593.72660280745
2019-07-17 19:15:00,122076,122338.0,128373.0,122199.48839382478,120691.07979576867,122568.50723327964,122196.5
2019-07-17 19:20:00,121641,122076.0,124475.0,122150.53816887726,120626.50885714473,122120.6621151905,121250.12121359134
2019-07-17 19:25:00,121939,121641.0,123494.0,121948.5596086793,122141.81936329344,122115.13860427402,120709.34863062394
2019-07-17 19:30:00,122427,121939.0,124465.0,121944.77022426212,122378.63907291632,121837.5703680841,120304.66666666669
2019-07-17 19:35:00,124250,122427.0,124679.0,122135.92386443543,121053.85203651256,122054.15957081557,119990.66297927397
2019-07-17 19:40:00,122341,124250.0,121834.0,122973.93381166096,121547.72394476978,122474.20030047523,119768.82729246207
2019-07-17 19:45:00,121828,122341.0,118539.0,122723.04179259676,121772.95538374748,122627.7276380905,119645.0
2019-07-17 19:50:00,122467,121828.0,122958.0,122368.25138899648,120456.47916262828,122361.22305400732,119620.91853667356
2019-07-17 19:55:00,118673,122467.0,125475.0,122407.39487910242,123027.03245981503,122409.60139095296,119658.01709280779
2019-07-17 20:00:00,120968,118673.0,121526.0,120927.09811830474,120511.88874578384,121373.2541821929,119529.75
2019-07-17 20:05:00,123170,120968.0,124936.0,120943.31143396744,121481.67725855712,121104.00042655032,119197.00423524072
2019-07-17 20:10:00,118726,123170.0,120920.0,121825.96042485174,120752.16544293107,121400.44763853172,118741.62875230153
2019-07-17 20:15:00,118473,118726.0,120065.0,120597.1505308611,119763.5084470983,120782.74369744622,118646.25
2019-07-17 20:20:00,122424,118473.0,122683.0,119755.14714019767,120301.14593586027,119929.6100334244,118993.17413124657
2019-07-17 20:25:00,118945,122424.0,118482.0,120813.0680005542,119722.16376267352,120310.5045422294,119645.0559860727
2019-07-17 20:30:00,118292,118945.0,117524.0,120072.57453382287,118881.59780892028,119867.1450654354,119789.0
2019-07-17 20:35:00,124589,118292.0,124427.0,119366.76307035753,119928.37170678496,119325.25822058496,119288.22343213571
2019-07-17 20:40:00,118124,124589.0,120382.0,121436.83349979372,120787.85910711948,120367.70000020642,118216.60766689945
2019-07-17 20:45:00,116642,118124.0,118995.0,120123.6417090034,119546.65794542932,119926.03700848317,117010.5
2019-07-17 20:50:00,119490,116642.0,120465.0,118760.12757238734,119096.25285606744,118941.18113654564,115741.76462472451
2019-07-17 20:55:00,118446,119490.0,114382.0,119046.55242769077,117103.67054281056,118727.21215698372,114533.48899682473
2019-07-17 21:00:00,115517,118446.0,116201.0,118804.1973085832,117910.95973184684,118498.84237169522,114117.5
2019-07-17 21:05:00,116325,115517.0,111807.0,117501.1675847506,115322.30833851376,117534.65553133076,114619.47504334502
2019-07-17 21:10:00,116174,116325.0,115969.0,117034.94022470235,116176.76436819303,116873.48632626628,115765.04734875604
2019-07-17 21:15:00,116225,116174.0,118977.0,116693.66752400348,115184.37673999944,116329.36955208794,115931.75
2019-07-17 21:20:00,116849,116225.0,113076.0,116507.88989733745,113598.84811241264,115999.08678447505,114843.31762775403
2019-07-17 21:25:00,115983,116849.0,115226.0,116643.10435547426,115112.79599756346,115894.54343372864,112808.39406074397
2019-07-17 21:30:00,111609,115983.0,112107.0,116381.44205921708,113347.93230537194,115697.12761038022,111642.75
2019-07-17 21:35:00,112685,111609.0,110515.0,114489.66822434837,112989.4159057096,114380.41026295078,111656.0315978905
2019-07-17 21:40:00,114407,112685.0,111000.0,113774.30613402236,111053.88497929458,113473.31629862358,112521.10367717817
2019-07-17 21:45:00,110720,114407.0,113584.0,114025.10303973376,113020.04939777272,113203.7769569482,112317.75
2019-07-17 21:50:00,111453,110720.0,109821.0,112714.97556735558,110870.1464818416,112255.51500314283,110718.37187561853
2019-07-17 21:55:00,106410,111453.0,110638.0,112214.73432210962,109018.66266542248,111542.90919646664,108106.0899635984
2019-07-17 22:00:00,103582,106410.0,107763.0,109913.76463558964,108072.87391859532,109638.37391596784,106734.25
2019-07-17 22:05:00,103264,103582.0,106430.0,107403.88258411,106778.50995995912,107549.3294543734,106985.51607518448
2019-07-17 22:10:00,109793,103264.0,104649.0,105762.85238303662,104580.63346228738,105329.0769772119,108512.0625276442
2019-07-17 22:15:00,102453,109793.0,110026.0,107360.38415352826,106104.95211176352,105439.07118218396,109268.75
2019-07-17 22:20:00,100425,102453.0,112503.0,105415.11990011224,105005.77923505804,103972.22481781984,108909.76884486066
2019-07-17 22:25:00,105387,100425.0,105478.0,103437.05958156774,101987.73425678766,102366.75988016745,107586.39303886457
2019-07-17 22:30:00,98959,105387.0,112046.0,104210.00689394397,103578.30239148406,101950.2303579924,106178.25
2019-07-17 22:35:00,105143,98959.0,106622.0,102128.53218447244,101957.12680348316,100588.69536165468,104833.52346364298
2019-07-17 22:40:00,101251,105143.0,105447.0,103323.45320576704,102426.6839187641,100807.39493288923,103599.73879078272
2019-07-17 22:45:00,103327,101251.0,105065.0,102501.9423943182,101445.96825220287,100297.1166766062,102769.5
2019-07-17 22:50:00,103060,103327.0,104750.0,102828.99139173325,102332.22539634867,100575.62835773364,102393.31163588763
2019-07-17 22:55:00,103591,103060.0,110035.0,102920.56212959152,101310.55466700636,100632.74639665216,102313.79287931591
2019-07-17 23:00:00,102059,103591.0,105075.0,103186.32058310576,101004.22947237446,101176.35127574412,101598.75
2019-07-17 23:05:00,104919,102059.0,105690.0,102739.4559473142,102100.63493147404,101053.11084458895,100088.77755586206
2019-07-17 23:10:00,101634,104919.0,106678.0,103603.41707238463,102305.2343794421,101918.82379676994,98077.28419933915
2019-07-17 23:15:00,105081,101634.0,101072.0,102822.74930497078,101452.43874824504,101672.57269385728,97299.75
2019-07-17 23:20:00,101784,105081.0,102140.0,103717.90937698875,103294.72491767898,102561.97833422046,98049.75775594811
2019-07-17 23:25:00,102381,101784.0,102987.0,102951.31669487777,103479.3538751518,102232.99645964136,100080.63529073879
2019-07-17 23:30:00,105473,102381.0,105962.0,102725.245809664,103651.9629379824,102417.9268468744,101937.75
2019-07-17 23:35:00,104469,105473.0,103495.0,103814.44279046114,102726.60424565135,102924.8538306229,103376.45264722178
2019-07-17 23:40:00,105602,104469.0,104962.0,104073.9062238702,104736.60654517155,103616.17367739014,104374.30957188141
2019-07-17 23:45:00,105838,105602.0,108197.0,104679.63548931514,104504.3070993006,104142.27839513622,104785.0
2019-07-17 23:50:00,102032,105838.0,105819.0,105138.80579360871,104948.99427319253,104889.48627764075,104583.48119945408
2019-07-17 23:55:00,108271,102032.0,103973.0,103907.28242728172,104908.58856415338,104340.709756254,103926.8807164005
2019-07-18 00:00:00,103960,108271.0,105983.0,105623.140481728,106056.70864364185,105473.15932579702,103752.75
2019-07-18 00:05:00,110711,103960.0,103452.0,104972.26900942916,105102.34671793004,105251.37781005132,104219.44215186418
2019-07-18 00:10:00,110184,110711.0,103449.0,107247.0752823194,107021.80750132212,106986.60947571976,105211.05003425849
2019-07-18 00:15:00,102966,110184.0,103349.0,108411.258580293,109012.08519313416,108022.8227182376,106045.0
2019-07-18 00:20:00,104009,102966.0,105507.0,106252.78340584895,106304.88427796336,107562.1124489547,106605.7044106625
2019-07-18 00:25:00,102961,104009.0,105705.0,105363.3580999723,107081.42522131091,106602.52411787333,106963.3615822661
2019-07-18 00:30:00,107664,102961.0,106668.0,104411.07452290188,105636.26843572408,105811.04527806194,107528.75
2019-07-18 00:35:00,104897,107664.0,105978.0,105700.51905213764,106135.67435562475,106067.69614603772,108370.76516186466
2019-07-18 00:40:00,107656,104897.0,108285.0,105382.0078371682,106978.52846865368,105921.01465182498,109467.33587971577
2019-07-18 00:45:00,112851,107656.0,107426.0,106283.407753807,106710.25600500384,106361.7711625199,110687.5
2019-07-18 00:50:00,107606,112851.0,109858.0,108886.77077325722,108390.6797077894,108090.1186282258,112011.2720990568
2019-07-18 00:55:00,108888,107606.0,113582.0,108379.0791958114,108818.46041320324,108450.79869330084,113253.40907565219
2019-07-18 01:00:00,106883,108888.0,113749.0,108580.81303551828,107826.24561955805,108901.03591003588,113314.75
2019-07-18 01:05:00,109427,106883.0,110253.0,107907.80784504364,108277.91149026297,108576.18457506738,112008.3933372673
2019-07-18 01:10:00,107576,109427.0,114664.0,108510.00854925832,108587.50529615812,109028.91605268796,109645.28220289995
2019-07-18 01:15:00,110923,107576.0,106671.0,108139.77190455812,108697.3170325376,108767.98453760364,108068.5
2019-07-18 01:20:00,111819,110923.0,109803.0,109243.03057634432,109898.1752529147,109566.79049312152,107588.31244149982
2019-07-18 01:25:00,113159,111819.0,113141.0,110264.1328746283,110310.50242821508,110257.16948702816,108101.46057210614
2019-07-18 01:30:00,108446,113159.0,112670.0,111411.64473862738,111424.47003164416,111498.28207223184,109005.75
