date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA
1970-01-21 19:15:00,107810,103535.0,142416.0,105089.18742205684,108209.1397171842,104917.33370147378,116210.69251592353
1970-01-21 19:20:00,120562,107810.0,137248.0,106167.70487301127,104103.02519532212,106874.37899814836,111315.10443784586
1970-01-21 19:25:00,110273,120562.0,117234.0,111873.53651113973,105508.26391401884,113409.14143145256,107255.44018721682
1970-01-21 19:30:00,109229,110273.0,110715.0,111239.0912824798,110069.00441899122,109226.09701430812,104031.90137417706
1970-01-21 19:35:00,123685,109229.0,124009.0,110442.30044736658,106576.92649937888,108845.89833138009,101643.96289931354
1970-01-21 19:40:00,128867,123685.0,124993.0,115639.312664791,111011.55722710692,116160.52190082244,100129.4425619843
1970-01-21 19:45:00,118297,128867.0,107236.0,120914.29441476818,113375.20539659212,119800.3949377567,99711.34304421698
1970-01-21 19:50:00,115347,118297.0,109956.0,119876.81108221647,117218.39743252256,115739.8739210024,100428.69249946994
1970-01-21 19:55:00,120392,115347.0,109912.0,118081.21503811462,117974.72233315418,114610.29627252252,102086.55578398248
1970-01-21 20:00:00,118275,120392.0,109108.0,118997.19944916895,120925.18854531096,117246.11070388832,103527.66511495848
1970-01-21 20:05:00,110818,118275.0,107992.0,118710.9229465856,121352.35422387355,116616.10434089806,104554.7651796002
1970-01-21 20:10:00,105265,110818.0,106563.0,115605.64318910154,125601.24038327383,113098.71603354668,105625.82491386058
1970-01-21 20:15:00,109064,105265.0,108285.0,111492.51292610377,115375.74966510468,109994.97427726684,109460.70437407054
1970-01-21 20:20:00,115329,109064.0,110711.0,110529.8616976052,112938.24772363412,111251.65837310458,116520.12072333529
1970-01-21 20:25:00,110895,115329.0,115133.0,112432.217799101,109917.93576493495,114097.40207490914,125715.7499166559
1970-01-21 20:30:00,109384,110895.0,118820.0,111822.8718133876,112308.15298108885,112039.71580603096,130563.27499869786
1970-01-21 20:35:00,114443,109384.0,142127.0,110856.11437015058,113664.86150303108,111122.95679809396,129973.5669745389
1970-01-21 20:40:00,125097,114443.0,150739.0,112277.9391506339,113851.1664436288,113424.70079681514,124804.19226024857
1970-01-21 20:45:00,114085,125097.0,126430.0,117359.3552477838,116570.0792482765,118916.94383176292,120150.4408618352
1970-01-21 20:50:00,114197,114085.0,126161.0,116061.4160571216,118360.60167744033,114236.67166099262,116868.02867407538
1970-01-21 20:55:00,112694,114197.0,127209.0,115322.37020378116,113028.273349183,114272.03610025824,114788.26736626399
1970-01-21 21:00:00,114363,112694.0,116523.0,114280.49647998,115600.32112894702,113506.67918222849,112936.8238436542
1970-01-21 21:05:00,109112,114363.0,120653.0,114313.20049157864,118510.0169610668,114233.11286218748,111146.78467375037
1970-01-21 21:10:00,139563,109112.0,122985.0,112251.46880834708,119183.76011959072,111613.21745704905,109749.93570199679
1970-01-21 21:15:00,139207,139563.0,110187.0,123077.63274234063,122394.59451767032,126565.37303074132,110710.61486776864
1970-01-21 21:20:00,129600,139207.0,110214.0,129471.238902964,126823.0553563552,128177.3879046617,114360.07181390954
1970-01-21 21:25:00,134439,129600.0,122013.0,129522.27920294023,129452.4077888233,124871.08950939513,120169.91017681434
1970-01-21 21:30:00,135975,134439.0,124454.0,131471.2444584259,129790.79085002004,127953.47878036572,124992.33231596864
1970-01-21 21:35:00,137935,135975.0,133751.0,133256.5122074057,129850.25065597444,129618.66692569124,128300.14379487674
1970-01-21 21:40:00,131644,137935.0,139845.0,135111.04300798173,130065.41151535307,131479.04768338433,130174.93388878969
1970-01-21 21:45:00,124325,131644.0,131886.0,133736.7232853992,129427.92997505884,129208.34020597632,131092.0056228923
1970-01-21 21:50:00,117340,124325.0,134325.0,130005.9599505241,127271.2627415279,125867.29959444918,131130.74114313073
1970-01-21 21:55:00,126776,117340.0,129444.0,124985.23233757797,127475.11044744591,122145.94680913474,130496.9696398009
1970-01-21 22:00:00,133458,126776.0,123667.0,125695.08430981012,130195.81443483887,126223.85836397784,130425.40462970626
1970-01-21 22:05:00,132915,133458.0,126714.0,128772.2679828168,134238.57849901685,129656.5752411634,131123.42260023154
1970-01-21 22:10:00,130716,132915.0,124289.0,130414.4276859072,129332.33230123234,129907.57476633436,132345.83703625295
1970-01-21 22:15:00,134227,130716.0,132086.0,130533.96954855166,129919.25136839936,129217.29850364344,132631.63419756465
1970-01-21 22:20:00,124103,134227.0,131137.0,131997.86964261995,130631.1772612538,131187.51224250777,131735.4950370364
1970-01-21 22:25:00,118057,124103.0,134427.0,128868.3800366093,127341.84016111404,126520.60270216754,129833.48434419451
1970-01-21 22:30:00,123205,118057.0,124398.0,124582.79927558592,122729.2683140156,123150.3463098455,127971.2721289236
1970-01-21 22:35:00,128499,123205.0,122737.0,124036.6460511124,126498.65278631462,125034.62178012906,126324.24520283676
1970-01-21 22:40:00,123814,128499.0,132334.0,125805.5024013168,129367.96650848704,127441.92380330448,124922.2574417425
1970-01-21 22:45:00,132313,123814.0,118293.0,125016.08011223668,121668.28362057867,125234.10391466376,123950.74614406849
1970-01-21 22:50:00,132516,132313.0,122231.0,127908.5452165838,127513.1828552799,129307.83272111476,123439.89765636146
1970-01-21 22:55:00,126903,132516.0,116711.0,129734.91886270772,128131.59470103167,129823.86798288606,123395.7939722907
1970-01-21 23:00:00,121545,126903.0,114783.0,128612.359397246,127186.12854587044,127375.15823412144,123850.502649468
1970-01-21 23:05:00,118351,121545.0,111572.0,125810.89100361677,131112.2752047533,124618.5609221346,124810.75370807176
1970-01-21 23:10:00,117181,118351.0,113851.0,122853.82490695053,128753.03025115856,122590.6008290565,126074.33757380972
1970-01-21 23:15:00,125403,117181.0,110872.0,120605.14349906746,132305.83173900505,121418.71840785856,126436.88674508534
1970-01-21 23:20:00,122269,125403.0,120173.0,122506.99150042549,123116.26066465024,124965.08026256836,125695.10753202121
1970-01-21 23:25:00,116443,122269.0,117814.0,122412.65277659404,118869.52225333729,123451.08192227418,124169.98642044855
1970-01-21 23:30:00,119387,116443.0,109906.0,120046.31018177904,122805.65528063568,120361.57390390748,123771.49501760886
1970-01-21 23:35:00,162224,119387.0,121488.0,119784.9626922808,122816.08319986744,121300.55354340062,124821.19370398214
1970-01-21 23:40:00,127256,162224.0,122119.0,136607.5996901895,135014.53209443358,142555.67234417214,126949.7768033515
1970-01-21 23:45:00,124392,127256.0,114590.0,132900.66906881088,128426.13767679804,127699.7742017248,127960.79884529828
